Time,Part of the Day,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,City
20:50:00,Evening,20250124,Sunday,53,21,5,1,80,Jam,Bangalore
03:04:00,Night,20250126,Friday,91,46,20,27,184,Jam,Kolkata
13:08:00,Afternoon,20250124,Thursday,32,10,6,28,76,Moderate,Hyderabad
16:03:00,Afternoon,20250101,Tuesday,52,19,20,2,93,Jam,Chennai
01:55:00,Night,20250129,Saturday,39,22,5,10,76,Moderate,Delhi
19:31:00,Evening,20250130,Friday,51,43,11,19,124,Clear,Mumbai
14:40:00,Afternoon,20250111,Thursday,21,43,18,6,88,Jam,Bangalore
13:25:00,Afternoon,20250117,Friday,75,8,3,21,107,Jam,Kolkata
13:00:00,Afternoon,20250116,Thursday,76,2,5,25,108,Jam,Hyderabad
16:49:00,Afternoon,20250123,Wednesday,82,-8,20,27,121,Clear,Chennai
00:40:00,Night,20250129,Friday,47,41,17,24,129,Heavy,Delhi
00:33:00,Night,20250101,Tuesday,97,13,7,1,118,Heavy,Mumbai
19:55:00,Evening,20250129,Saturday,72,39,0,16,127,Jam,Bangalore
17:09:00,Evening,20250104,Sunday,47,5,18,6,76,Jam,Kolkata
06:21:00,Morning,20250112,Wednesday,29,2,19,13,63,Moderate,Hyderabad
04:42:00,Night,20250119,Wednesday,71,44,16,13,144,Heavy,Chennai
00:05:00,Night,20250120,Sunday,2,18,0,12,32,Jam,Delhi
23:36:00,Night,20250101,Sunday,69,20,17,0,106,Moderate,Mumbai
17:26:00,Evening,20250113,Monday,72,9,11,17,109,Clear,Bangalore
08:14:00,Morning,20250112,Monday,87,-6,14,27,122,Moderate,Kolkata
08:49:00,Morning,20250126,Sunday,90,11,7,17,125,Clear,Hyderabad
03:38:00,Night,20250114,Tuesday,6,14,16,5,41,Heavy,Chennai
08:17:00,Morning,20250122,Friday,38,45,18,11,112,Moderate,Delhi
07:03:00,Morning,20250103,Wednesday,27,27,11,16,81,Jam,Mumbai
03:33:00,Night,20250116,Wednesday,54,21,18,3,96,Heavy,Bangalore
07:45:00,Morning,20250128,Thursday,28,34,17,4,83,Clear,Kolkata
06:07:00,Morning,20250110,Saturday,74,33,1,17,125,Heavy,Hyderabad
05:04:00,Morning,20250107,Sunday,59,50,16,17,142,Moderate,Chennai
00:20:00,Night,20250127,Sunday,75,50,14,2,141,Clear,Delhi
02:41:00,Night,20250116,Saturday,,-9,0,0,-9,Jam,Mumbai
22:42:00,Night,20250123,Saturday,5,37,20,27,89,Heavy,Bangalore
04:54:00,Night,20250103,Thursday,88,31,13,11,143,Jam,Kolkata
17:40:00,Evening,20250121,Friday,90,21,7,4,122,Clear,Hyderabad
16:11:00,Afternoon,20250129,Thursday,25,28,14,25,92,Heavy,Chennai
11:31:00,Morning,20250104,Thursday,20,29,14,2,65,Moderate,Delhi
18:32:00,Evening,20250120,Sunday,12,7,14,3,36,Jam,Mumbai
17:14:00,Evening,20250119,Tuesday,20,1,11,8,40,Clear,Bangalore
01:09:00,Night,20250112,Tuesday,,47,13,16,76,Jam,Kolkata
08:18:00,Morning,20250103,Sunday,55,26,11,23,115,Jam,Hyderabad
10:52:00,Morning,20250125,Tuesday,65,0,12,27,104,Heavy,Chennai
23:09:00,Night,20250110,Monday,97,38,15,24,174,Heavy,Delhi
22:08:00,Night,20250110,Tuesday,58,-7,0,27,78,Heavy,Mumbai
09:29:00,Morning,20250121,Friday,95,48,1,22,166,Clear,Bangalore
20:41:00,Evening,20250118,Friday,46,10,11,19,86,Clear,Kolkata
09:03:00,Morning,20250122,Saturday,67,3,14,3,87,Jam,Hyderabad
23:35:00,Night,20250117,Thursday,51,6,9,13,79,Jam,Chennai
13:12:00,Afternoon,20250114,Wednesday,46,17,19,28,110,Heavy,Delhi
19:28:00,Evening,20250102,Tuesday,0,34,10,26,70,Heavy,Mumbai
20:35:00,Evening,20250118,Tuesday,39,17,7,2,65,Clear,Bangalore
12:28:00,Afternoon,20250124,Monday,89,21,0,26,136,Moderate,Kolkata
01:44:00,Night,20250125,Sunday,89,7,18,12,126,Moderate,Hyderabad
19:25:00,Evening,20250124,Monday,9,24,2,0,35,Clear,Chennai
14:37:00,Afternoon,20250118,Tuesday,55,35,11,16,117,Moderate,Delhi
10:17:00,Morning,20250129,Saturday,37,23,13,24,97,Clear,Mumbai
00:07:00,Night,20250121,Tuesday,36,19,1,3,59,Clear,Bangalore
04:11:00,Night,20250108,Thursday,6,27,0,8,41,Jam,Kolkata
04:27:00,Night,20250127,Saturday,,38,14,0,52,Jam,Hyderabad
23:18:00,Night,20250127,Monday,92,47,7,8,154,Jam,Chennai
13:12:00,Afternoon,20250104,Friday,69,20,14,18,121,Jam,Delhi
19:26:00,Evening,20250107,Sunday,97,43,16,10,166,Clear,Mumbai
13:29:00,Afternoon,20250121,Tuesday,4,49,15,18,86,Clear,Bangalore
00:57:00,Night,20250107,Thursday,9,38,8,19,74,Heavy,Kolkata
07:46:00,Morning,20250123,Friday,4,9,10,17,40,Moderate,Hyderabad
16:45:00,Afternoon,20250111,Thursday,21,3,8,7,39,Heavy,Chennai
12:51:00,Afternoon,20250109,Sunday,88,3,17,6,114,Moderate,Delhi
17:17:00,Evening,20250114,Tuesday,72,2,9,5,88,Clear,Mumbai
07:52:00,Morning,20250127,Tuesday,58,4,16,2,80,Jam,Bangalore
18:47:00,Evening,20250125,Friday,67,9,5,5,86,Heavy,Kolkata
19:53:00,Evening,20250112,Friday,40,11,5,11,67,Jam,Hyderabad
04:28:00,Night,20250102,Wednesday,97,21,16,4,138,Moderate,Chennai
18:12:00,Evening,20250108,Thursday,22,30,16,23,91,Heavy,Delhi
08:31:00,Morning,20250105,Saturday,74,13,19,13,119,Jam,Mumbai
21:26:00,Night,20250103,Tuesday,,4,14,20,38,Moderate,Bangalore
12:37:00,Afternoon,20250114,Tuesday,66,-8,15,2,75,Clear,Kolkata
16:40:00,Afternoon,20250121,Saturday,74,36,2,17,129,Heavy,Hyderabad
05:55:00,Morning,20250122,Tuesday,57,8,18,6,89,Heavy,Chennai
13:03:00,Afternoon,20250124,Saturday,39,15,17,1,72,Heavy,Delhi
21:12:00,Night,20250124,Sunday,30,17,15,17,79,Heavy,Mumbai
21:12:00,Night,20250116,Wednesday,10,17,14,22,63,Jam,Bangalore
09:36:00,Morning,20250129,Wednesday,90,3,8,17,118,Moderate,Kolkata
10:52:00,Morning,20250116,Wednesday,6,8,20,6,40,Moderate,Hyderabad
02:17:00,Night,20250104,Saturday,73,23,5,6,107,Clear,Chennai
03:13:00,Night,20250119,Friday,97,13,18,28,156,Clear,Delhi
17:29:00,Evening,20250107,Friday,42,19,20,11,92,Jam,Mumbai
16:36:00,Afternoon,20250111,Wednesday,41,26,2,21,90,Clear,Bangalore
09:50:00,Morning,20250111,Thursday,43,32,13,29,117,Jam,Kolkata
10:05:00,Morning,20250112,Friday,94,12,2,6,114,Clear,Hyderabad
09:54:00,Morning,20250106,Thursday,12,3,15,13,43,Jam,Chennai
01:03:00,Night,20250126,Saturday,95,12,9,13,129,Jam,Delhi
01:35:00,Night,20250116,Thursday,54,9,6,3,72,Jam,Mumbai
19:58:00,Evening,20250110,Tuesday,69,9,15,7,100,Heavy,Bangalore
11:06:00,Morning,20250101,Tuesday,22,34,2,11,69,Moderate,Kolkata
01:50:00,Night,20250121,Thursday,32,-4,16,26,70,Clear,Hyderabad
20:18:00,Evening,20250118,Sunday,39,27,11,0,77,Clear,Chennai
05:04:00,Morning,20250126,Sunday,80,7,12,10,109,Jam,Delhi
21:15:00,Night,20250117,Friday,69,0,14,11,94,Heavy,Mumbai
03:59:00,Night,20250120,Thursday,80,6,1,22,109,Jam,Bangalore
20:11:00,Evening,20250114,Wednesday,45,49,6,12,112,Clear,Kolkata
16:50:00,Afternoon,20250116,Monday,0,33,14,1,48,Moderate,Hyderabad
23:49:00,Night,20250103,Tuesday,85,12,11,2,110,Heavy,Chennai
03:55:00,Night,20250123,Tuesday,20,19,15,2,56,Heavy,Delhi
18:31:00,Evening,20250121,Sunday,9,30,1,28,68,Heavy,Mumbai
21:57:00,Night,20250112,Thursday,44,40,13,4,101,Clear,Bangalore
18:15:00,Evening,20250122,Friday,64,29,5,7,105,Moderate,Kolkata
16:25:00,Afternoon,20250126,Sunday,38,30,3,20,91,Heavy,Hyderabad
11:00:00,Morning,20250119,Saturday,40,31,16,15,102,Jam,Chennai
05:31:00,Morning,20250120,Monday,67,-7,5,5,70,Jam,Delhi
20:23:00,Evening,20250113,Tuesday,89,22,3,26,140,Clear,Mumbai
15:46:00,Afternoon,20250119,Tuesday,41,13,11,28,93,Moderate,Bangalore
05:39:00,Morning,20250125,Wednesday,24,16,19,9,68,Moderate,Kolkata
13:32:00,Afternoon,20250112,Friday,29,37,9,28,103,Clear,Hyderabad
18:46:00,Evening,20250131,Monday,,45,11,9,65,Clear,Chennai
00:53:00,Night,20250110,Saturday,88,49,15,1,153,Heavy,Delhi
02:51:00,Night,20250103,Thursday,26,41,10,22,99,Jam,Mumbai
07:46:00,Morning,20250131,Wednesday,93,24,18,26,161,Heavy,Bangalore
05:43:00,Morning,20250118,Monday,82,4,1,19,106,Jam,Kolkata
19:26:00,Evening,20250123,Friday,87,18,8,18,131,Jam,Hyderabad
03:19:00,Night,20250126,Saturday,36,-8,14,29,71,Jam,Chennai
09:25:00,Morning,20250121,Sunday,50,27,4,14,95,Jam,Delhi
08:24:00,Morning,20250118,Sunday,48,17,12,14,91,Heavy,Mumbai
10:15:00,Morning,20250111,Thursday,35,21,3,21,80,Jam,Bangalore
05:13:00,Morning,20250110,Wednesday,19,23,19,26,87,Clear,Kolkata
06:54:00,Morning,20250122,Monday,47,30,2,28,107,Jam,Hyderabad
09:58:00,Morning,20250101,Tuesday,28,41,18,13,100,Clear,Chennai
16:44:00,Afternoon,20250124,Friday,37,39,7,27,110,Jam,Delhi
03:24:00,Night,20250125,Tuesday,24,32,0,4,60,Heavy,Mumbai
21:02:00,Night,20250131,Thursday,81,43,19,27,170,Clear,Bangalore
22:53:00,Night,20250110,Wednesday,7,8,10,9,34,Jam,Kolkata
19:30:00,Evening,20250126,Sunday,7,18,7,0,32,Moderate,Hyderabad
08:16:00,Morning,20250113,Thursday,67,16,0,13,96,Clear,Chennai
03:24:00,Night,20250106,Saturday,76,15,19,6,116,Clear,Delhi
08:23:00,Morning,20250126,Wednesday,81,47,20,8,156,Jam,Mumbai
23:17:00,Night,20250130,Tuesday,39,40,12,5,96,Heavy,Bangalore
21:13:00,Night,20250115,Tuesday,24,-5,15,4,38,Clear,Kolkata
07:47:00,Morning,20250125,Sunday,10,9,8,11,38,Clear,Hyderabad
03:30:00,Night,20250109,Wednesday,78,31,19,20,148,Heavy,Chennai
02:06:00,Night,20250116,Saturday,43,-7,8,26,70,Moderate,Delhi
07:58:00,Morning,20250106,Wednesday,62,-10,0,1,53,Jam,Mumbai
14:47:00,Afternoon,20250103,Saturday,77,8,4,17,106,Heavy,Bangalore
00:43:00,Night,20250109,Friday,14,7,0,17,38,Clear,Kolkata
23:13:00,Night,20250120,Monday,43,-6,0,8,45,Moderate,Hyderabad
00:54:00,Night,20250129,Friday,35,44,19,9,107,Moderate,Chennai
07:33:00,Morning,20250104,Monday,75,2,12,29,118,Jam,Delhi
12:31:00,Afternoon,20250110,Thursday,42,12,11,19,84,Clear,Mumbai
04:20:00,Night,20250106,Monday,11,16,8,21,56,Jam,Bangalore
06:06:00,Morning,20250104,Monday,65,1,1,7,74,Heavy,Kolkata
12:37:00,Afternoon,20250103,Monday,45,23,16,16,100,Clear,Hyderabad
23:51:00,Night,20250104,Sunday,64,4,3,28,99,Heavy,Chennai
10:32:00,Morning,20250123,Thursday,9,22,6,17,54,Heavy,Delhi
06:43:00,Morning,20250131,Wednesday,63,34,19,19,135,Jam,Mumbai
20:47:00,Evening,20250124,Thursday,43,27,2,1,73,Heavy,Bangalore
22:54:00,Night,20250125,Wednesday,2,40,14,17,73,Clear,Kolkata
14:53:00,Afternoon,20250101,Friday,13,25,13,6,57,Heavy,Hyderabad
15:58:00,Afternoon,20250127,Wednesday,27,19,18,12,76,Clear,Chennai
00:11:00,Night,20250106,Tuesday,99,43,6,7,155,Heavy,Delhi
15:41:00,Afternoon,20250131,Tuesday,23,5,0,2,30,Jam,Mumbai
17:37:00,Evening,20250105,Friday,69,11,14,11,105,Heavy,Bangalore
12:34:00,Afternoon,20250127,Sunday,29,32,9,16,86,Jam,Kolkata
10:55:00,Morning,20250113,Sunday,41,37,14,25,117,Moderate,Hyderabad
14:11:00,Afternoon,20250131,Sunday,91,25,6,26,148,Clear,Chennai
02:37:00,Night,20250113,Wednesday,64,4,15,25,108,Heavy,Delhi
14:04:00,Afternoon,20250120,Thursday,24,40,0,17,81,Jam,Mumbai
08:56:00,Morning,20250115,Tuesday,58,28,1,29,116,Moderate,Bangalore
15:22:00,Afternoon,20250110,Saturday,90,0,5,8,103,Clear,Kolkata
04:58:00,Night,20250109,Tuesday,26,37,2,21,86,Moderate,Hyderabad
10:21:00,Morning,20250121,Friday,27,48,20,2,97,Moderate,Chennai
21:08:00,Night,20250130,Wednesday,12,2,8,13,35,Jam,Delhi
23:13:00,Night,20250127,Tuesday,57,21,3,0,81,Heavy,Mumbai
01:08:00,Night,20250112,Tuesday,78,22,14,0,114,Heavy,Bangalore
06:27:00,Morning,20250113,Thursday,42,31,11,14,98,Clear,Kolkata
18:20:00,Evening,20250113,Monday,12,5,17,21,55,Clear,Hyderabad
13:34:00,Afternoon,20250123,Tuesday,,6,4,30,40,Heavy,Chennai
14:12:00,Afternoon,20250114,Friday,51,17,6,15,89,Moderate,Delhi
12:45:00,Afternoon,20250108,Wednesday,68,16,7,8,99,Heavy,Mumbai
08:00:00,Morning,20250117,Saturday,54,-4,9,21,80,Jam,Bangalore
14:45:00,Afternoon,20250129,Wednesday,82,5,15,1,103,Jam,Kolkata
01:17:00,Night,20250104,Wednesday,,7,15,25,47,Heavy,Hyderabad
07:00:00,Morning,20250122,Tuesday,93,11,10,23,137,Heavy,Chennai
13:58:00,Afternoon,20250104,Friday,50,0,5,29,84,Jam,Delhi
20:37:00,Evening,20250114,Tuesday,74,-1,14,20,107,Heavy,Mumbai
03:12:00,Night,20250121,Friday,92,18,5,12,127,Moderate,Bangalore
03:25:00,Night,20250111,Monday,15,-10,4,26,35,Jam,Kolkata
21:02:00,Night,20250125,Sunday,78,19,12,12,121,Jam,Hyderabad
06:17:00,Morning,20250101,Thursday,63,49,0,25,137,Heavy,Chennai
21:40:00,Night,20250106,Thursday,51,8,9,30,98,Heavy,Delhi
15:43:00,Afternoon,20250117,Sunday,90,18,6,27,141,Heavy,Mumbai
16:50:00,Afternoon,20250113,Sunday,18,30,17,10,75,Moderate,Bangalore
21:02:00,Night,20250130,Thursday,32,31,1,5,69,Jam,Kolkata
09:01:00,Morning,20250117,Saturday,14,34,1,9,58,Clear,Hyderabad
23:02:00,Night,20250112,Saturday,69,2,8,14,93,Heavy,Chennai
12:45:00,Afternoon,20250119,Sunday,41,12,13,29,95,Heavy,Delhi
05:03:00,Morning,20250120,Tuesday,47,33,20,6,106,Jam,Mumbai
07:43:00,Morning,20250123,Monday,74,19,11,30,134,Jam,Bangalore
09:18:00,Morning,20250109,Thursday,96,3,0,25,124,Moderate,Kolkata
20:29:00,Evening,20250111,Monday,74,18,11,12,115,Jam,Hyderabad
23:23:00,Night,20250129,Tuesday,58,44,5,23,130,Clear,Chennai
22:44:00,Night,20250109,Tuesday,13,32,20,8,73,Moderate,Delhi
15:38:00,Afternoon,20250112,Sunday,2,27,5,13,47,Moderate,Mumbai
02:07:00,Night,20250120,Monday,62,5,11,0,78,Heavy,Bangalore
22:52:00,Night,20250124,Thursday,94,22,17,5,138,Moderate,Kolkata
03:34:00,Night,20250128,Sunday,91,45,7,9,152,Heavy,Hyderabad
23:15:00,Night,20250131,Monday,49,15,19,30,113,Clear,Chennai
09:41:00,Morning,20250104,Saturday,74,44,4,11,133,Heavy,Delhi
10:40:00,Morning,20250109,Friday,28,8,4,30,70,Moderate,Mumbai
12:37:00,Afternoon,20250117,Wednesday,84,8,9,9,110,Jam,Bangalore
18:25:00,Evening,20250113,Saturday,33,35,2,15,85,Clear,Kolkata
05:18:00,Morning,20250105,Sunday,91,7,17,4,119,Jam,Hyderabad
16:47:00,Afternoon,20250124,Tuesday,20,44,13,20,97,Moderate,Chennai
06:46:00,Morning,20250125,Monday,,8,15,9,32,Heavy,Delhi
12:19:00,Afternoon,20250120,Sunday,0,18,1,4,23,Heavy,Mumbai
06:46:00,Morning,20250105,Monday,42,35,19,16,112,Heavy,Bangalore
14:45:00,Afternoon,20250101,Wednesday,33,17,3,10,63,Moderate,Kolkata
20:30:00,Evening,20250101,Sunday,69,14,0,29,112,Clear,Hyderabad
00:21:00,Night,20250131,Wednesday,28,13,12,5,58,Heavy,Chennai
16:53:00,Afternoon,20250129,Monday,16,17,3,26,62,Clear,Delhi
12:38:00,Afternoon,20250103,Saturday,25,39,0,26,90,Clear,Mumbai
19:35:00,Evening,20250105,Sunday,18,20,5,30,73,Clear,Bangalore
14:48:00,Afternoon,20250102,Monday,27,25,8,21,81,Jam,Kolkata
19:05:00,Evening,20250118,Tuesday,97,50,19,22,188,Moderate,Hyderabad
12:00:00,Afternoon,20250105,Saturday,17,9,19,17,62,Jam,Chennai
16:07:00,Afternoon,20250117,Saturday,4,-7,10,11,18,Clear,Delhi
16:59:00,Afternoon,20250124,Wednesday,56,11,15,10,92,Heavy,Mumbai
09:49:00,Morning,20250104,Wednesday,74,49,11,19,153,Clear,Bangalore
21:26:00,Night,20250124,Sunday,74,-6,10,28,106,Jam,Kolkata
07:49:00,Morning,20250122,Thursday,19,33,5,3,60,Heavy,Hyderabad
06:32:00,Morning,20250120,Thursday,84,46,11,11,152,Heavy,Chennai
08:01:00,Morning,20250101,Wednesday,30,33,6,22,91,Clear,Delhi
22:11:00,Night,20250119,Saturday,91,42,8,30,171,Jam,Mumbai
06:17:00,Morning,20250111,Monday,38,11,3,1,53,Jam,Bangalore
14:27:00,Afternoon,20250122,Friday,44,38,11,28,121,Clear,Kolkata
21:58:00,Night,20250126,Wednesday,22,41,3,18,84,Moderate,Hyderabad
17:45:00,Evening,20250131,Thursday,7,22,5,5,39,Heavy,Chennai
04:32:00,Night,20250103,Friday,16,30,12,27,85,Moderate,Delhi
05:55:00,Morning,20250131,Friday,26,34,4,8,72,Heavy,Mumbai
13:21:00,Afternoon,20250109,Thursday,63,23,2,9,97,Heavy,Bangalore
22:57:00,Night,20250125,Thursday,53,14,2,7,76,Clear,Kolkata
18:14:00,Evening,20250114,Thursday,88,30,11,30,159,Moderate,Hyderabad
18:15:00,Evening,20250110,Thursday,63,39,3,17,122,Clear,Chennai
19:43:00,Evening,20250113,Friday,76,18,13,30,137,Jam,Delhi
14:27:00,Afternoon,20250125,Sunday,72,25,12,16,125,Moderate,Mumbai
05:36:00,Morning,20250104,Monday,54,35,20,13,122,Clear,Bangalore
03:24:00,Night,20250112,Sunday,55,49,5,8,117,Jam,Kolkata
06:27:00,Morning,20250105,Friday,21,7,6,15,49,Clear,Hyderabad
18:09:00,Evening,20250106,Thursday,98,39,15,27,179,Moderate,Chennai
18:01:00,Evening,20250121,Wednesday,93,39,18,4,154,Heavy,Delhi
16:18:00,Afternoon,20250112,Thursday,,19,5,10,34,Moderate,Mumbai
12:41:00,Afternoon,20250119,Tuesday,95,18,15,14,142,Clear,Bangalore
20:43:00,Evening,20250122,Tuesday,50,-1,1,19,69,Moderate,Kolkata
10:25:00,Morning,20250113,Friday,9,38,8,7,62,Moderate,Hyderabad
01:38:00,Night,20250109,Tuesday,,30,18,23,71,Moderate,Chennai
10:08:00,Morning,20250110,Friday,72,38,17,5,132,Jam,Delhi
12:05:00,Afternoon,20250113,Friday,98,3,2,8,111,Heavy,Mumbai
03:47:00,Night,20250112,Thursday,1,11,19,1,32,Clear,Bangalore
01:41:00,Night,20250127,Tuesday,60,26,16,29,131,Moderate,Kolkata
19:27:00,Evening,20250115,Tuesday,50,12,12,0,74,Clear,Hyderabad
04:08:00,Night,20250125,Friday,52,3,6,16,77,Jam,Chennai
17:07:00,Evening,20250113,Saturday,90,37,0,19,146,Clear,Delhi
20:28:00,Evening,20250123,Sunday,13,41,3,11,68,Jam,Mumbai
09:59:00,Morning,20250124,Monday,3,27,19,18,67,Moderate,Bangalore
01:40:00,Night,20250112,Saturday,55,43,11,23,132,Clear,Kolkata
00:28:00,Night,20250130,Friday,97,35,6,21,159,Clear,Hyderabad
09:25:00,Morning,20250108,Tuesday,32,8,17,6,63,Jam,Chennai
21:25:00,Night,20250102,Wednesday,16,8,12,22,58,Heavy,Delhi
06:00:00,Morning,20250103,Tuesday,69,4,18,12,103,Heavy,Mumbai
03:28:00,Night,20250120,Sunday,55,28,16,12,111,Heavy,Bangalore
16:24:00,Afternoon,20250109,Wednesday,65,11,1,2,79,Moderate,Kolkata
06:05:00,Morning,20250123,Thursday,,35,14,9,58,Heavy,Hyderabad
22:34:00,Night,20250114,Tuesday,17,20,8,14,59,Moderate,Chennai
18:08:00,Evening,20250129,Monday,24,11,14,13,62,Moderate,Delhi
02:35:00,Night,20250127,Wednesday,60,30,19,12,121,Heavy,Mumbai
12:20:00,Afternoon,20250114,Saturday,9,17,4,20,50,Jam,Bangalore
01:48:00,Night,20250115,Monday,42,26,18,19,105,Clear,Kolkata
20:51:00,Evening,20250118,Saturday,67,44,14,30,155,Jam,Hyderabad
07:42:00,Morning,20250128,Tuesday,53,3,2,2,60,Heavy,Chennai
17:08:00,Evening,20250130,Friday,18,47,14,20,99,Moderate,Delhi
22:33:00,Night,20250114,Tuesday,75,46,7,8,136,Jam,Mumbai
07:04:00,Morning,20250112,Monday,6,27,14,1,48,Heavy,Bangalore
07:03:00,Morning,20250107,Wednesday,51,48,3,14,116,Clear,Kolkata
22:32:00,Night,20250117,Saturday,19,28,17,24,88,Clear,Hyderabad
20:03:00,Evening,20250121,Thursday,,9,16,23,48,Moderate,Chennai
09:02:00,Morning,20250131,Tuesday,20,33,3,30,86,Heavy,Delhi
00:19:00,Night,20250125,Saturday,39,28,9,1,77,Jam,Mumbai
15:05:00,Afternoon,20250102,Saturday,36,16,4,23,79,Moderate,Bangalore
04:36:00,Night,20250101,Friday,76,26,18,19,139,Jam,Kolkata
05:49:00,Morning,20250108,Friday,20,36,17,26,99,Jam,Hyderabad
04:27:00,Night,20250111,Saturday,8,21,10,23,62,Heavy,Chennai
09:50:00,Morning,20250107,Saturday,8,20,5,21,54,Jam,Delhi
15:49:00,Afternoon,20250128,Tuesday,68,5,14,18,105,Clear,Mumbai
21:13:00,Night,20250114,Friday,7,37,3,17,64,Moderate,Bangalore
01:42:00,Night,20250121,Monday,6,46,12,20,84,Moderate,Kolkata
14:23:00,Afternoon,20250114,Tuesday,10,49,0,29,88,Moderate,Hyderabad
11:25:00,Morning,20250129,Tuesday,0,8,17,1,26,Heavy,Chennai
01:13:00,Night,20250119,Thursday,56,44,10,21,131,Clear,Delhi
08:35:00,Morning,20250123,Sunday,7,38,4,9,58,Clear,Mumbai
12:56:00,Afternoon,20250124,Wednesday,83,35,10,28,156,Moderate,Bangalore
11:05:00,Morning,20250130,Wednesday,,44,13,30,87,Jam,Kolkata
04:23:00,Night,20250114,Wednesday,85,1,9,24,119,Clear,Hyderabad
14:42:00,Afternoon,20250125,Monday,55,31,20,29,135,Clear,Chennai
09:20:00,Morning,20250122,Sunday,52,29,3,9,93,Clear,Delhi
12:43:00,Afternoon,20250106,Monday,74,33,7,9,123,Jam,Mumbai
20:16:00,Evening,20250126,Tuesday,33,17,5,5,60,Heavy,Bangalore
17:27:00,Evening,20250113,Thursday,50,23,10,15,98,Jam,Kolkata
17:01:00,Evening,20250103,Thursday,96,14,14,17,141,Jam,Hyderabad
18:07:00,Evening,20250108,Sunday,57,16,4,12,89,Heavy,Chennai
07:03:00,Morning,20250117,Sunday,23,-6,13,29,59,Clear,Delhi
12:54:00,Afternoon,20250110,Tuesday,45,33,11,23,112,Clear,Mumbai
18:37:00,Evening,20250119,Wednesday,45,9,18,27,99,Heavy,Bangalore
13:37:00,Afternoon,20250108,Monday,83,28,14,5,130,Heavy,Kolkata
23:44:00,Night,20250121,Monday,11,40,2,13,66,Moderate,Hyderabad
18:34:00,Evening,20250122,Wednesday,19,27,5,19,70,Clear,Chennai
09:35:00,Morning,20250128,Saturday,34,28,12,24,98,Moderate,Delhi
11:39:00,Morning,20250118,Wednesday,51,9,4,4,68,Heavy,Mumbai
01:49:00,Night,20250126,Friday,60,1,11,8,80,Jam,Bangalore
16:09:00,Afternoon,20250106,Tuesday,,34,2,16,52,Moderate,Kolkata
06:42:00,Morning,20250110,Tuesday,67,25,2,8,102,Moderate,Hyderabad
11:23:00,Morning,20250115,Tuesday,61,23,6,14,104,Jam,Chennai
18:29:00,Evening,20250115,Monday,17,22,9,14,62,Heavy,Delhi
17:36:00,Evening,20250108,Thursday,67,6,2,12,87,Moderate,Mumbai
17:27:00,Evening,20250111,Friday,80,11,16,13,120,Clear,Bangalore
21:54:00,Night,20250117,Saturday,70,47,16,14,147,Jam,Kolkata
16:19:00,Afternoon,20250107,Tuesday,,7,1,20,28,Clear,Hyderabad
08:01:00,Morning,20250105,Friday,67,15,1,9,92,Jam,Chennai
22:03:00,Night,20250107,Monday,72,41,5,16,134,Heavy,Delhi
20:12:00,Evening,20250105,Sunday,,46,2,17,65,Moderate,Mumbai
15:14:00,Afternoon,20250115,Monday,4,39,13,6,62,Jam,Bangalore
21:11:00,Night,20250130,Tuesday,51,49,6,17,123,Heavy,Kolkata
19:21:00,Evening,20250115,Wednesday,99,31,0,29,159,Clear,Hyderabad
08:58:00,Morning,20250129,Wednesday,89,36,12,26,163,Jam,Chennai
08:12:00,Morning,20250128,Thursday,18,2,16,2,38,Jam,Delhi
22:18:00,Night,20250130,Thursday,97,6,18,30,151,Jam,Mumbai
09:37:00,Morning,20250121,Thursday,,38,4,18,60,Clear,Bangalore
11:29:00,Morning,20250125,Sunday,32,11,20,28,91,Moderate,Kolkata
17:31:00,Evening,20250127,Tuesday,62,36,0,2,100,Jam,Hyderabad
00:50:00,Night,20250126,Wednesday,55,15,9,23,102,Heavy,Chennai
12:20:00,Afternoon,20250119,Thursday,63,18,5,24,110,Clear,Delhi
00:10:00,Night,20250130,Sunday,72,0,3,27,102,Jam,Mumbai
08:13:00,Morning,20250116,Tuesday,42,16,16,8,82,Moderate,Bangalore
04:07:00,Night,20250131,Sunday,48,1,12,1,62,Jam,Kolkata
18:41:00,Evening,20250101,Friday,27,13,5,8,53,Clear,Hyderabad
01:56:00,Night,20250124,Friday,56,48,14,0,118,Clear,Chennai
04:57:00,Night,20250107,Saturday,81,12,12,1,106,Heavy,Delhi
16:19:00,Afternoon,20250119,Wednesday,30,27,7,13,77,Moderate,Mumbai
16:57:00,Afternoon,20250115,Tuesday,38,28,11,30,107,Clear,Bangalore
06:43:00,Morning,20250119,Tuesday,67,4,13,10,94,Clear,Kolkata
20:48:00,Evening,20250124,Tuesday,68,32,0,13,113,Heavy,Hyderabad
02:54:00,Night,20250125,Friday,45,24,14,11,94,Jam,Chennai
21:45:00,Night,20250106,Saturday,3,42,15,18,78,Heavy,Delhi
11:32:00,Morning,20250108,Thursday,37,47,5,2,91,Jam,Mumbai
05:47:00,Morning,20250127,Wednesday,46,11,1,26,84,Heavy,Bangalore
19:55:00,Evening,20250114,Saturday,14,29,7,28,78,Clear,Kolkata
03:45:00,Night,20250114,Wednesday,78,48,20,22,168,Clear,Hyderabad
13:39:00,Afternoon,20250122,Thursday,77,3,2,8,90,Clear,Chennai
07:33:00,Morning,20250111,Sunday,9,40,16,21,86,Moderate,Delhi
