Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
21:02:00,20250125,Sunday,78.0,19,12,12,121,Jam
06:17:00,20250101,Thursday,63.0,49,0,25,137,Heavy
21:40:00,20250106,Thursday,51.0,8,9,30,98,Heavy
15:43:00,20250117,Sunday,90.0,18,6,27,141,Heavy
16:50:00,20250113,Sunday,18.0,30,17,10,75,Moderate
21:02:00,20250130,Thursday,32.0,31,1,5,69,Jam
09:01:00,20250117,Saturday,14.0,34,1,9,58,Clear
23:02:00,20250112,Saturday,69.0,2,8,14,93,Heavy
12:45:00,20250119,Sunday,41.0,12,13,29,95,Heavy
05:03:00,20250120,Tuesday,47.0,33,20,6,106,Jam
07:43:00,20250123,Monday,74.0,19,11,30,134,Jam
09:18:00,20250109,Thursday,96.0,3,0,25,124,Moderate
20:29:00,20250111,Monday,74.0,18,11,12,115,Jam
23:23:00,20250129,Tuesday,58.0,44,5,23,130,Clear
22:44:00,20250109,Tuesday,13.0,32,20,8,73,Moderate
15:38:00,20250112,Sunday,2.0,27,5,13,47,Moderate
02:07:00,20250120,Monday,62.0,5,11,0,78,Heavy
22:52:00,20250124,Thursday,94.0,22,17,5,138,Moderate
03:34:00,20250128,Sunday,91.0,45,7,9,152,Heavy
23:15:00,20250131,Monday,49.0,15,19,30,113,Clear
09:41:00,20250104,Saturday,74.0,44,4,11,133,Heavy
10:40:00,20250109,Friday,28.0,8,4,30,70,Moderate
12:37:00,20250117,Wednesday,84.0,8,9,9,110,Jam
18:25:00,20250113,Saturday,33.0,35,2,15,85,Clear
05:18:00,20250105,Sunday,91.0,7,17,4,119,Jam
16:47:00,20250124,Tuesday,20.0,44,13,20,97,Moderate
06:46:00,20250125,Monday,,8,15,9,32,Heavy
12:19:00,20250120,Sunday,0.0,18,1,4,23,Heavy
06:46:00,20250105,Monday,42.0,35,19,16,112,Heavy
14:45:00,20250101,Wednesday,33.0,17,3,10,63,Moderate
20:30:00,20250101,Sunday,69.0,14,0,29,112,Clear
00:21:00,20250131,Wednesday,28.0,13,12,5,58,Heavy
16:53:00,20250129,Monday,16.0,17,3,26,62,Clear
12:38:00,20250103,Saturday,25.0,39,0,26,90,Clear
19:35:00,20250105,Sunday,18.0,20,5,30,73,Clear
14:48:00,20250102,Monday,27.0,25,8,21,81,Jam
19:05:00,20250118,Tuesday,97.0,50,19,22,188,Moderate
12:00:00,20250105,Saturday,17.0,9,19,17,62,Jam
16:07:00,20250117,Saturday,4.0,-7,10,11,18,Clear
16:59:00,20250124,Wednesday,56.0,11,15,10,92,Heavy
09:49:00,20250104,Wednesday,74.0,49,11,19,153,Clear
21:26:00,20250124,Sunday,74.0,-6,10,28,106,Jam
07:49:00,20250122,Thursday,19.0,33,5,3,60,Heavy
06:32:00,20250120,Thursday,84.0,46,11,11,152,Heavy
08:01:00,20250101,Wednesday,30.0,33,6,22,91,Clear
22:11:00,20250119,Saturday,91.0,42,8,30,171,Jam
06:17:00,20250111,Monday,38.0,11,3,1,53,Jam
14:27:00,20250122,Friday,44.0,38,11,28,121,Clear
21:58:00,20250126,Wednesday,22.0,41,3,18,84,Moderate
17:45:00,20250131,Thursday,7.0,22,5,5,39,Heavy
04:32:00,20250103,Friday,16.0,30,12,27,85,Moderate
05:55:00,20250131,Friday,26.0,34,4,8,72,Heavy
13:21:00,20250109,Thursday,63.0,23,2,9,97,Heavy
22:57:00,20250125,Thursday,53.0,14,2,7,76,Clear
18:14:00,20250114,Thursday,88.0,30,11,30,159,Moderate
18:15:00,20250110,Thursday,63.0,39,3,17,122,Clear
19:43:00,20250113,Friday,76.0,18,13,30,137,Jam
14:27:00,20250125,Sunday,72.0,25,12,16,125,Moderate
05:36:00,20250104,Monday,54.0,35,20,13,122,Clear
03:24:00,20250112,Sunday,55.0,49,5,8,117,Jam
06:27:00,20250105,Friday,21.0,7,6,15,49,Clear
18:09:00,20250106,Thursday,98.0,39,15,27,179,Moderate
18:01:00,20250121,Wednesday,93.0,39,18,4,154,Heavy
16:18:00,20250112,Thursday,,19,5,10,34,Moderate
12:41:00,20250119,Tuesday,95.0,18,15,14,142,Clear
20:43:00,20250122,Tuesday,50.0,-1,1,19,69,Moderate
10:25:00,20250113,Friday,9.0,38,8,7,62,Moderate
01:38:00,20250109,Tuesday,,30,18,23,71,Moderate
10:08:00,20250110,Friday,72.0,38,17,5,132,Jam
12:05:00,20250113,Friday,98.0,3,2,8,111,Heavy
03:47:00,20250112,Thursday,1.0,11,19,1,32,Clear
01:41:00,20250127,Tuesday,60.0,26,16,29,131,Moderate
19:27:00,20250115,Tuesday,50.0,12,12,0,74,Clear
04:08:00,20250125,Friday,52.0,3,6,16,77,Jam
17:07:00,20250113,Saturday,90.0,37,0,19,146,Clear
20:28:00,20250123,Sunday,13.0,41,3,11,68,Jam
09:59:00,20250124,Monday,3.0,27,19,18,67,Moderate
01:40:00,20250112,Saturday,55.0,43,11,23,132,Clear
00:28:00,20250130,Friday,97.0,35,6,21,159,Clear
09:25:00,20250108,Tuesday,32.0,8,17,6,63,Jam
21:25:00,20250102,Wednesday,16.0,8,12,22,58,Heavy
06:00:00,20250103,Tuesday,69.0,4,18,12,103,Heavy
03:28:00,20250120,Sunday,55.0,28,16,12,111,Heavy
16:24:00,20250109,Wednesday,65.0,11,1,2,79,Moderate
06:05:00,20250123,Thursday,,35,14,9,58,Heavy
22:34:00,20250114,Tuesday,17.0,20,8,14,59,Moderate
18:08:00,20250129,Monday,24.0,11,14,13,62,Moderate
02:35:00,20250127,Wednesday,60.0,30,19,12,121,Heavy
12:20:00,20250114,Saturday,9.0,17,4,20,50,Jam
01:48:00,20250115,Monday,42.0,26,18,19,105,Clear
20:51:00,20250118,Saturday,67.0,44,14,30,155,Jam
07:42:00,20250128,Tuesday,53.0,3,2,2,60,Heavy
17:08:00,20250130,Friday,18.0,47,14,20,99,Moderate
22:33:00,20250114,Tuesday,75.0,46,7,8,136,Jam
07:04:00,20250112,Monday,6.0,27,14,1,48,Heavy
07:03:00,20250107,Wednesday,51.0,48,3,14,116,Clear
22:32:00,20250117,Saturday,19.0,28,17,24,88,Clear
20:03:00,20250121,Thursday,,9,16,23,48,Moderate
09:02:00,20250131,Tuesday,20.0,33,3,30,86,Heavy
00:19:00,20250125,Saturday,39.0,28,9,1,77,Jam
15:05:00,20250102,Saturday,36.0,16,4,23,79,Moderate
04:36:00,20250101,Friday,76.0,26,18,19,139,Jam
05:49:00,20250108,Friday,20.0,36,17,26,99,Jam
04:27:00,20250111,Saturday,8.0,21,10,23,62,Heavy
09:50:00,20250107,Saturday,8.0,20,5,21,54,Jam
15:49:00,20250128,Tuesday,68.0,5,14,18,105,Clear
21:13:00,20250114,Friday,7.0,37,3,17,64,Moderate
01:42:00,20250121,Monday,6.0,46,12,20,84,Moderate
14:23:00,20250114,Tuesday,10.0,49,0,29,88,Moderate
11:25:00,20250129,Tuesday,0.0,8,17,1,26,Heavy
01:13:00,20250119,Thursday,56.0,44,10,21,131,Clear
08:35:00,20250123,Sunday,7.0,38,4,9,58,Clear
12:56:00,20250124,Wednesday,83.0,35,10,28,156,Moderate
11:05:00,20250130,Wednesday,,44,13,30,87,Jam
04:23:00,20250114,Wednesday,85.0,1,9,24,119,Clear
14:42:00,20250125,Monday,55.0,31,20,29,135,Clear
09:20:00,20250122,Sunday,52.0,29,3,9,93,Clear
12:43:00,20250106,Monday,74.0,33,7,9,123,Jam
20:16:00,20250126,Tuesday,33.0,17,5,5,60,Heavy
17:27:00,20250113,Thursday,50.0,23,10,15,98,Jam
17:01:00,20250103,Thursday,96.0,14,14,17,141,Jam
18:07:00,20250108,Sunday,57.0,16,4,12,89,Heavy
07:03:00,20250117,Sunday,23.0,-6,13,29,59,Clear
12:54:00,20250110,Tuesday,45.0,33,11,23,112,Clear
18:37:00,20250119,Wednesday,45.0,9,18,27,99,Heavy
13:37:00,20250108,Monday,83.0,28,14,5,130,Heavy
23:44:00,20250121,Monday,11.0,40,2,13,66,Moderate
18:34:00,20250122,Wednesday,19.0,27,5,19,70,Clear
09:35:00,20250128,Saturday,34.0,28,12,24,98,Moderate
11:39:00,20250118,Wednesday,51.0,9,4,4,68,Heavy
01:49:00,20250126,Friday,60.0,1,11,8,80,Jam
16:09:00,20250106,Tuesday,,34,2,16,52,Moderate
06:42:00,20250110,Tuesday,67.0,25,2,8,102,Moderate
11:23:00,20250115,Tuesday,61.0,23,6,14,104,Jam
18:29:00,20250115,Monday,17.0,22,9,14,62,Heavy
17:36:00,20250108,Thursday,67.0,6,2,12,87,Moderate
17:27:00,20250111,Friday,80.0,11,16,13,120,Clear
21:54:00,20250117,Saturday,70.0,47,16,14,147,Jam
16:19:00,20250107,Tuesday,,7,1,20,28,Clear
08:01:00,20250105,Friday,67.0,15,1,9,92,Jam
22:03:00,20250107,Monday,72.0,41,5,16,134,Heavy
20:12:00,20250105,Sunday,,46,2,17,65,Moderate
15:14:00,20250115,Monday,4.0,39,13,6,62,Jam
21:11:00,20250130,Tuesday,51.0,49,6,17,123,Heavy
19:21:00,20250115,Wednesday,99.0,31,0,29,159,Clear
08:58:00,20250129,Wednesday,89.0,36,12,26,163,Jam
08:12:00,20250128,Thursday,18.0,2,16,2,38,Jam
22:18:00,20250130,Thursday,97.0,6,18,30,151,Jam
09:37:00,20250121,Thursday,,38,4,18,60,Clear
11:29:00,20250125,Sunday,32.0,11,20,28,91,Moderate
17:31:00,20250127,Tuesday,62.0,36,0,2,100,Jam
00:50:00,20250126,Wednesday,55.0,15,9,23,102,Heavy
12:20:00,20250119,Thursday,63.0,18,5,24,110,Clear
00:10:00,20250130,Sunday,72.0,0,3,27,102,Jam
08:13:00,20250116,Tuesday,42.0,16,16,8,82,Moderate
04:07:00,20250131,Sunday,48.0,1,12,1,62,Jam
18:41:00,20250101,Friday,27.0,13,5,8,53,Clear
01:56:00,20250124,Friday,56.0,48,14,0,118,Clear
04:57:00,20250107,Saturday,81.0,12,12,1,106,Heavy
16:19:00,20250119,Wednesday,30.0,27,7,13,77,Moderate
16:57:00,20250115,Tuesday,38.0,28,11,30,107,Clear
06:43:00,20250119,Tuesday,67.0,4,13,10,94,Clear
20:48:00,20250124,Tuesday,68.0,32,0,13,113,Heavy
02:54:00,20250125,Friday,45.0,24,14,11,94,Jam
21:45:00,20250106,Saturday,3.0,42,15,18,78,Heavy
11:32:00,20250108,Thursday,37.0,47,5,2,91,Jam
05:47:00,20250127,Wednesday,46.0,11,1,26,84,Heavy
19:55:00,20250114,Saturday,14.0,29,7,28,78,Clear
03:45:00,20250114,Wednesday,78.0,48,20,22,168,Clear
13:39:00,20250122,Thursday,77.0,3,2,8,90,Clear
07:33:00,20250111,Sunday,9.0,40,16,21,86,Moderate
11:53:00,20250103,Sunday,83.0,43,0,17,143,Moderate
08:12:00,20250123,Saturday,33.0,47,18,23,121,Heavy
16:45:00,20250126,Monday,4.0,12,19,5,40,Heavy
18:49:00,20250105,Tuesday,62.0,48,14,10,134,Clear
11:31:00,20250125,Wednesday,10.0,22,4,21,57,Clear
08:15:00,20250102,Tuesday,66.0,22,0,10,98,Jam
06:29:00,20250124,Sunday,57.0,7,16,15,95,Moderate
23:07:00,20250114,Friday,12.0,5,6,7,30,Clear
13:16:00,20250129,Saturday,57.0,45,5,6,113,Clear
06:39:00,20250113,Wednesday,70.0,41,17,13,141,Jam
04:04:00,20250114,Friday,39.0,1,13,10,63,Moderate
06:28:00,20250106,Wednesday,15.0,35,11,14,75,Clear
15:20:00,20250122,Sunday,75.0,3,7,21,106,Moderate
04:37:00,20250112,Friday,85.0,19,6,13,123,Moderate
08:56:00,20250104,Monday,36.0,42,8,29,115,Jam
23:27:00,20250128,Monday,46.0,8,20,29,103,Clear
09:22:00,20250112,Saturday,7.0,29,8,29,73,Jam
03:03:00,20250104,Tuesday,,11,20,9,40,Jam
09:05:00,20250103,Thursday,41.0,5,7,30,83,Moderate
05:41:00,20250103,Thursday,49.0,10,8,15,82,Clear
16:36:00,20250101,Saturday,79.0,25,0,1,105,Clear
00:17:00,20250129,Sunday,1.0,30,5,10,46,Moderate
22:46:00,20250102,Wednesday,28.0,11,20,23,82,Heavy
14:18:00,20250123,Friday,24.0,24,18,6,72,Moderate
11:44:00,20250118,Wednesday,23.0,23,16,4,66,Clear
18:03:00,20250101,Sunday,62.0,45,5,16,128,Jam
07:34:00,20250117,Monday,16.0,46,16,25,103,Jam
00:52:00,20250104,Thursday,53.0,0,1,30,84,Moderate
13:31:00,20250116,Tuesday,75.0,48,1,19,143,Moderate
09:47:00,20250126,Wednesday,86.0,10,12,19,127,Moderate
13:21:00,20250116,Friday,86.0,41,10,0,137,Jam
06:26:00,20250114,Monday,22.0,0,0,22,44,Heavy
02:50:00,20250127,Monday,48.0,41,10,20,119,Jam
02:26:00,20250103,Sunday,17.0,35,18,22,92,Heavy
16:46:00,20250126,Wednesday,9.0,47,2,13,71,Clear
14:52:00,20250111,Wednesday,10.0,36,5,24,75,Jam
12:41:00,20250104,Saturday,65.0,34,8,1,108,Jam
20:27:00,20250114,Tuesday,47.0,50,12,16,125,Heavy
01:24:00,20250111,Saturday,,11,19,6,36,Moderate
17:44:00,20250126,Tuesday,49.0,49,18,10,126,Moderate
12:52:00,20250123,Monday,91.0,16,3,21,131,Jam
02:58:00,20250121,Wednesday,19.0,26,15,10,70,Jam
21:38:00,20250107,Wednesday,42.0,30,14,8,94,Heavy
10:53:00,20250126,Saturday,35.0,31,18,6,90,Moderate
20:56:00,20250111,Thursday,25.0,42,15,20,102,Moderate
09:59:00,20250102,Saturday,30.0,30,9,9,78,Moderate
09:20:00,20250103,Thursday,86.0,17,10,30,143,Clear
19:01:00,20250101,Sunday,61.0,30,12,11,114,Moderate
23:37:00,20250110,Tuesday,22.0,8,14,27,71,Heavy
17:17:00,20250104,Sunday,33.0,17,19,10,79,Moderate
02:33:00,20250120,Sunday,27.0,2,13,21,63,Jam
15:07:00,20250118,Friday,24.0,44,10,5,83,Clear
15:07:00,20250112,Saturday,74.0,50,1,1,126,Heavy
02:22:00,20250112,Friday,80.0,28,9,17,134,Jam
02:05:00,20250113,Saturday,66.0,3,11,18,98,Heavy
01:11:00,20250125,Sunday,,31,1,27,59,Heavy
14:03:00,20250119,Wednesday,38.0,50,2,26,116,Moderate
08:54:00,20250105,Sunday,16.0,45,16,23,100,Clear
13:48:00,20250116,Friday,16.0,25,5,28,74,Moderate
11:49:00,20250129,Tuesday,4.0,41,9,27,81,Moderate
15:04:00,20250108,Tuesday,46.0,11,6,12,75,Jam
14:00:00,20250107,Monday,89.0,44,4,5,142,Jam
16:53:00,20250122,Sunday,99.0,-9,16,29,135,Jam
21:58:00,20250125,Friday,23.0,43,13,1,80,Jam
15:16:00,20250113,Friday,82.0,8,8,1,99,Heavy
03:02:00,20250104,Tuesday,2.0,18,12,2,34,Clear
02:25:00,20250113,Friday,90.0,34,20,17,161,Clear
21:31:00,20250106,Saturday,,28,8,28,64,Jam
04:11:00,20250120,Friday,51.0,41,17,13,122,Jam
05:05:00,20250101,Thursday,53.0,23,17,7,100,Moderate
21:43:00,20250111,Friday,87.0,2,9,21,119,Jam
21:11:00,20250117,Monday,40.0,1,6,27,74,Clear
23:35:00,20250119,Wednesday,76.0,27,18,19,140,Heavy
14:11:00,20250107,Tuesday,,15,6,29,50,Jam
12:41:00,20250126,Saturday,98.0,20,13,16,147,Jam
18:50:00,20250112,Monday,41.0,32,18,3,94,Clear
02:19:00,20250131,Tuesday,23.0,-3,2,21,43,Heavy
03:09:00,20250115,Tuesday,74.0,25,9,12,120,Moderate
03:35:00,20250127,Thursday,37.0,33,16,5,91,Clear
11:01:00,20250110,Thursday,63.0,28,7,15,113,Heavy
05:40:00,20250113,Sunday,99.0,6,9,13,127,Jam
11:14:00,20250128,Saturday,11.0,1,5,19,36,Jam
01:25:00,20250130,Friday,49.0,13,7,16,85,Heavy
13:46:00,20250130,Monday,41.0,29,10,30,110,Jam
02:04:00,20250115,Friday,37.0,13,20,0,70,Heavy
00:22:00,20250101,Thursday,12.0,13,13,7,45,Clear
08:06:00,20250113,Friday,82.0,24,16,3,125,Heavy
11:33:00,20250104,Wednesday,83.0,0,5,18,106,Moderate
14:11:00,20250123,Wednesday,40.0,-8,18,1,51,Heavy
12:04:00,20250125,Wednesday,85.0,2,6,25,118,Heavy
03:34:00,20250114,Monday,0.0,1,8,21,30,Jam
05:54:00,20250118,Thursday,52.0,9,13,14,88,Jam
04:43:00,20250122,Thursday,63.0,30,4,6,103,Jam
16:52:00,20250117,Saturday,18.0,7,19,29,73,Jam
12:15:00,20250130,Monday,72.0,47,17,3,139,Clear
13:42:00,20250104,Thursday,22.0,41,8,22,93,Heavy
00:56:00,20250125,Monday,42.0,47,7,18,114,Moderate
01:18:00,20250106,Saturday,29.0,32,20,22,103,Clear
11:19:00,20250117,Monday,54.0,-1,20,11,84,Clear
04:11:00,20250107,Wednesday,92.0,27,4,18,141,Jam
00:59:00,20250129,Wednesday,11.0,34,4,1,50,Jam
21:22:00,20250104,Sunday,58.0,11,14,7,90,Clear
06:04:00,20250105,Monday,,3,19,25,47,Heavy
04:21:00,20250113,Monday,69.0,7,12,15,103,Heavy
01:53:00,20250117,Tuesday,6.0,39,0,1,46,Clear
02:51:00,20250109,Saturday,30.0,2,9,9,50,Moderate
05:24:00,20250118,Wednesday,57.0,-3,10,21,85,Moderate
08:56:00,20250104,Saturday,62.0,5,9,17,93,Jam
01:39:00,20250112,Friday,71.0,0,0,5,76,Moderate
09:26:00,20250106,Friday,50.0,42,15,27,134,Clear
04:38:00,20250131,Sunday,,49,3,28,80,Moderate
23:30:00,20250121,Sunday,90.0,34,10,7,141,Moderate
17:40:00,20250131,Thursday,98.0,12,17,12,139,Heavy
12:09:00,20250119,Friday,25.0,5,16,6,52,Clear
20:47:00,20250124,Wednesday,57.0,48,20,13,138,Moderate
15:20:00,20250104,Tuesday,72.0,46,11,5,134,Moderate
08:14:00,20250120,Sunday,40.0,37,6,19,102,Heavy
23:32:00,20250121,Monday,19.0,1,14,15,49,Heavy
07:01:00,20250107,Sunday,79.0,42,7,4,132,Jam
17:57:00,20250109,Sunday,2.0,40,8,3,53,Clear
17:54:00,20250103,Saturday,32.0,0,13,4,49,Clear
01:33:00,20250116,Friday,72.0,45,9,0,126,Jam
09:29:00,20250114,Tuesday,,16,1,29,46,Heavy
19:33:00,20250117,Wednesday,70.0,31,1,1,103,Clear
10:19:00,20250101,Thursday,98.0,11,15,11,135,Heavy
16:16:00,20250110,Saturday,59.0,31,0,0,90,Moderate
15:08:00,20250101,Thursday,84.0,7,19,6,116,Moderate
00:01:00,20250105,Friday,5.0,12,5,24,46,Moderate
01:15:00,20250111,Monday,6.0,32,9,16,63,Heavy
04:25:00,20250124,Friday,5.0,48,2,17,72,Clear
09:32:00,20250126,Tuesday,83.0,40,8,24,155,Clear
20:21:00,20250123,Friday,98.0,46,12,21,177,Jam
17:22:00,20250110,Wednesday,51.0,4,0,29,84,Clear
21:41:00,20250101,Sunday,14.0,26,1,11,52,Jam
01:34:00,20250122,Tuesday,71.0,46,1,9,127,Clear
09:16:00,20250110,Tuesday,,45,15,1,61,Moderate
01:10:00,20250131,Friday,51.0,39,4,8,102,Heavy
22:34:00,20250129,Monday,17.0,23,15,0,55,Jam
18:18:00,20250102,Wednesday,62.0,12,20,23,117,Jam
06:56:00,20250131,Tuesday,45.0,46,14,27,132,Jam
17:48:00,20250107,Saturday,82.0,10,7,3,102,Moderate
18:05:00,20250125,Tuesday,9.0,17,5,21,52,Heavy
15:17:00,20250129,Thursday,83.0,30,9,2,124,Clear
08:24:00,20250130,Tuesday,45.0,34,6,21,106,Heavy
03:36:00,20250114,Thursday,68.0,37,6,27,138,Heavy
09:51:00,20250130,Saturday,50.0,14,4,27,95,Jam
19:17:00,20250123,Sunday,21.0,43,2,28,94,Jam
18:13:00,20250127,Sunday,4.0,26,0,26,56,Clear
13:58:00,20250106,Sunday,30.0,41,16,7,94,Clear
18:21:00,20250111,Thursday,89.0,6,12,0,107,Clear
00:06:00,20250117,Thursday,93.0,49,8,7,157,Clear
20:13:00,20250125,Monday,67.0,35,16,18,136,Moderate
11:13:00,20250111,Saturday,15.0,11,0,16,42,Moderate
00:46:00,20250106,Thursday,33.0,17,11,20,81,Jam
14:22:00,20250122,Wednesday,85.0,17,14,29,145,Heavy
17:42:00,20250115,Thursday,,8,10,27,45,Heavy
07:58:00,20250109,Sunday,32.0,3,13,29,77,Heavy
20:22:00,20250114,Wednesday,91.0,-3,9,14,111,Jam
12:48:00,20250127,Sunday,15.0,39,6,5,65,Clear
18:50:00,20250126,Wednesday,39.0,14,7,1,61,Jam
08:06:00,20250125,Tuesday,11.0,34,13,4,62,Heavy
23:23:00,20250115,Wednesday,28.0,35,16,14,93,Moderate
06:38:00,20250129,Monday,41.0,-3,2,5,45,Moderate
11:52:00,20250107,Sunday,52.0,35,5,11,103,Heavy
13:11:00,20250105,Thursday,75.0,6,9,12,102,Moderate
11:04:00,20250112,Wednesday,20.0,10,4,22,56,Jam
02:12:00,20250131,Thursday,77.0,39,13,12,141,Clear
18:50:00,20250116,Sunday,85.0,48,0,27,160,Heavy
07:34:00,20250115,Tuesday,3.0,25,17,8,53,Heavy
23:10:00,20250111,Tuesday,93.0,27,6,12,138,Jam
04:37:00,20250104,Sunday,51.0,20,8,11,90,Clear
17:02:00,20250102,Thursday,98.0,11,7,15,131,Moderate
11:10:00,20250125,Monday,32.0,22,13,25,92,Clear
22:35:00,20250112,Wednesday,73.0,32,8,5,118,Moderate
20:19:00,20250125,Friday,67.0,28,2,27,124,Moderate
03:20:00,20250114,Tuesday,55.0,5,6,16,82,Heavy
01:10:00,20250130,Wednesday,5.0,4,2,14,25,Moderate
11:11:00,20250117,Sunday,36.0,7,5,6,54,Moderate
11:22:00,20250117,Saturday,27.0,21,11,14,73,Jam
23:34:00,20250103,Sunday,12.0,38,0,0,50,Heavy
02:52:00,20250101,Friday,46.0,12,7,21,86,Moderate
18:20:00,20250122,Saturday,12.0,-9,15,5,23,Moderate
19:38:00,20250107,Monday,57.0,3,11,9,80,Moderate
10:04:00,20250115,Tuesday,12.0,42,12,25,91,Clear
08:00:00,20250102,Sunday,58.0,12,13,7,90,Heavy
10:13:00,20250130,Saturday,19.0,21,12,20,72,Clear
21:07:00,20250114,Monday,77.0,37,4,17,135,Jam
18:40:00,20250127,Wednesday,43.0,30,7,13,93,Clear
20:08:00,20250122,Thursday,56.0,5,8,11,80,Heavy
09:18:00,20250112,Monday,58.0,37,3,14,112,Jam
15:10:00,20250111,Sunday,13.0,48,2,10,73,Clear
10:27:00,20250127,Monday,68.0,50,7,20,145,Jam
00:48:00,20250108,Tuesday,31.0,44,4,19,98,Clear
16:51:00,20250104,Monday,18.0,42,9,0,69,Heavy
22:02:00,20250103,Thursday,90.0,44,0,8,142,Heavy
15:44:00,20250118,Sunday,39.0,27,13,7,86,Heavy
08:43:00,20250125,Monday,34.0,12,19,1,66,Heavy
23:37:00,20250120,Tuesday,38.0,-8,1,16,47,Jam
00:07:00,20250109,Tuesday,6.0,48,1,10,65,Heavy
22:03:00,20250103,Thursday,24.0,33,19,16,92,Heavy
02:11:00,20250116,Monday,77.0,49,10,3,139,Jam
11:00:00,20250124,Tuesday,32.0,10,20,22,84,Clear
08:15:00,20250122,Saturday,83.0,36,8,24,151,Clear
19:45:00,20250114,Tuesday,34.0,31,15,20,100,Heavy
16:12:00,20250103,Wednesday,44.0,0,15,21,80,Moderate
19:57:00,20250113,Saturday,21.0,1,18,12,52,Jam
12:57:00,20250126,Wednesday,25.0,3,1,21,50,Heavy
03:12:00,20250103,Sunday,,31,3,25,59,Jam
20:59:00,20250119,Monday,4.0,-4,4,18,22,Jam
02:18:00,20250128,Wednesday,17.0,38,20,16,91,Jam
11:15:00,20250107,Tuesday,48.0,22,3,21,94,Clear
17:41:00,20250117,Thursday,86.0,26,5,24,141,Clear
16:06:00,20250128,Thursday,16.0,48,3,9,76,Jam
19:22:00,20250110,Saturday,28.0,15,1,20,64,Moderate
03:17:00,20250126,Monday,10.0,-7,13,5,21,Clear
15:51:00,20250119,Monday,16.0,6,17,6,45,Jam
19:42:00,20250126,Saturday,46.0,9,14,5,74,Jam
19:26:00,20250129,Thursday,73.0,47,13,14,147,Heavy
02:06:00,20250110,Friday,34.0,2,6,17,59,Moderate
23:24:00,20250119,Saturday,8.0,14,20,16,58,Heavy
17:53:00,20250117,Tuesday,10.0,28,9,11,58,Moderate
19:05:00,20250116,Saturday,31.0,7,3,24,65,Clear
05:48:00,20250131,Monday,78.0,35,0,29,142,Jam
02:53:00,20250113,Tuesday,50.0,7,3,19,79,Jam
03:21:00,20250114,Saturday,71.0,16,4,24,115,Jam
09:54:00,20250113,Wednesday,6.0,34,2,6,48,Clear
12:57:00,20250114,Monday,25.0,45,11,15,96,Jam
01:41:00,20250109,Friday,76.0,40,11,11,138,Heavy
17:46:00,20250129,Thursday,55.0,44,3,20,122,Jam
21:03:00,20250116,Saturday,11.0,46,9,19,85,Heavy
10:30:00,20250120,Sunday,72.0,4,0,3,79,Jam
23:35:00,20250117,Friday,34.0,27,12,11,84,Clear
20:18:00,20250119,Wednesday,3.0,25,0,13,41,Jam
00:42:00,20250127,Wednesday,8.0,43,10,26,87,Moderate
01:17:00,20250109,Tuesday,75.0,39,10,8,132,Clear
00:26:00,20250111,Thursday,82.0,40,17,21,160,Jam
01:37:00,20250111,Thursday,2.0,-8,4,10,8,Heavy
16:05:00,20250115,Thursday,98.0,13,4,22,137,Moderate
17:12:00,20250126,Friday,76.0,47,20,6,149,Moderate
11:20:00,20250106,Sunday,13.0,20,17,1,51,Jam
02:10:00,20250117,Thursday,48.0,-6,13,19,74,Moderate
02:25:00,20250103,Sunday,32.0,6,7,11,56,Jam
08:38:00,20250105,Thursday,100.0,39,10,10,159,Jam
05:02:00,20250104,Monday,1.0,50,18,10,79,Jam
03:03:00,20250103,Monday,89.0,6,1,5,101,Heavy
09:09:00,20250111,Monday,74.0,35,5,3,117,Jam
12:55:00,20250119,Thursday,16.0,30,6,17,69,Clear
00:06:00,20250127,Friday,9.0,45,6,14,74,Jam
21:19:00,20250103,Tuesday,85.0,41,0,19,145,Clear
01:31:00,20250127,Sunday,56.0,1,11,25,93,Jam
01:12:00,20250114,Thursday,58.0,22,20,20,120,Heavy
18:41:00,20250119,Wednesday,68.0,7,0,0,75,Moderate
09:55:00,20250128,Saturday,81.0,1,18,5,105,Moderate
00:47:00,20250101,Wednesday,66.0,32,20,27,145,Jam
22:40:00,20250111,Monday,43.0,26,8,30,107,Moderate
17:53:00,20250115,Thursday,77.0,19,8,21,125,Heavy
13:38:00,20250119,Monday,19.0,23,4,4,50,Moderate
06:15:00,20250126,Saturday,64.0,38,5,14,121,Clear
20:59:00,20250115,Saturday,17.0,16,17,9,59,Heavy
05:59:00,20250125,Saturday,6.0,23,20,24,73,Moderate
21:00:00,20250126,Wednesday,36.0,15,5,13,69,Clear
10:45:00,20250117,Wednesday,8.0,21,1,10,40,Clear
21:12:00,20250129,Sunday,100.0,33,10,29,172,Moderate
22:45:00,20250127,Tuesday,5.0,9,19,16,49,Heavy
05:34:00,20250122,Sunday,60.0,37,19,0,116,Jam
06:28:00,20250122,Monday,37.0,19,18,27,101,Jam
02:56:00,20250113,Monday,75.0,40,3,11,129,Moderate
08:09:00,20250111,Monday,35.0,11,5,26,77,Moderate
17:11:00,20250121,Sunday,44.0,11,14,6,75,Moderate
12:37:00,20250121,Tuesday,44.0,18,11,5,78,Jam
03:23:00,20250114,Thursday,99.0,31,15,16,161,Moderate
10:32:00,20250121,Sunday,1.0,17,10,13,41,Heavy
22:35:00,20250127,Tuesday,68.0,23,5,23,119,Clear
